customer_message,amazon_reply
@AmazonHelp It was a parent item issue. Spent 2 hours on the phone about it. First person I dealt with was awful,@325149 Thank you for the update. What options were we able to provide? ^FJ
"@115821 @AmazonHelp Pathetic Service provided by Amazon to Costumer .

Order I Phone 6 on 24th Sep but still not received any confirmation. https://t.co/zp5U0G4f9w",@171572 Request you to kindly wait as the issue is still being investigated. Twitter being a public platform we do not have (1/2) ^SI
"@AmazonHelp I will be heartbroken if Xenoblade Chronicles 2 does not arrive tomorrow. There are other items lost, overdue, and cancelled in my history. My customer email is iain at [twitter username].com.",@131041 Hi Iain! What is the current status on the tracking? Is it due for delivery tomorrow? Keep us posted!^CN
"@AmazonHelp It said the 29th in the email even though when I was in the checkout section it said that it would be here on the 28th (today). When I clicked ""place order"" on your site it had it marked as the 28th (today) for the delivery date and once I got the order email it said 29th.",@809258 I'm very sorry that your headphones didn't arrive today. Unfortunately deliveries are always a little slower during Black Friday and Cyber Monday weeks due to the sheer volume the carriers are handling. Please reach out if your package doesn't arrive tomorrow. ^SP
@AmazonHelp I spoke. I was told its a technical issue and will be sorted in 3-4 hrs. Hasn't been sorted yet.,"@579292 Sorry for the trouble. We'd like to have a closer look into this, kindly drop in your details 1/2 ^EM"
@AmazonHelp Thankyou,@230635 Glad to be of help. ^BD
@AmazonHelp It’s an iPhone app but doesn’t seem to work in browser either,@477745 Can you try to delete the app and reinstall it ? On certain occasions this does correct the problem.^CR
"My package came to my town, then left for Mississippi, then Texas. It's now much later than two day shipping. Is it okay? What is it running away from? Was it cast in a Western?

@115821 pls help. Was last seen on Cyber Monday in a yellow shopping cart. Tell it Momma is worried.","@232599 Well Alexandra, your package may be running away from its responsibilities. We are unable to comment on what roles your package may or may not be interviewing for.  Your package is aware of your worry, keep us in the loop on its curious tracking ^CH"
Ordered a humidifier on @115821 last night at 9:30pm. It’s being delivered today. Definitely impressed. 😄😀🙂,"@764672 Let us know when your order arrives, Melissa! We're here to help if you need anything! ^CS"
@AmazonHelp Another grievance I have y different people dealing with 1 query? Can 1 single RESPONSIBLE individual not take care of this?,@326613 We can't access your account directly.  Only once you share them over the link can we pull your account. ^CB
@AmazonHelp delivery problems &amp; delays with four things in the past month and  now you're telling me the exclusive album box release I've been looking  forward to for 2 months ISN'T DELIVERABLE?!? Bye c u never,"@667492 Oh goodness, Keely! I'm so sorry for the ongoing troubles. Will you clarify who the carrier is for us? You can check here: https://t.co/Y5jpI9gRhE ^AB"
"@AmazonHelp Yeah, but that doesn’t help with me wanting to play music through my sonos speakers? Seems Alexa can’t play downloaded songs through sonos..",@195170 Have you enabled the Sonos skill in your Alexa app: https://t.co/U2RpnBfBnF ? ^DD
@AmazonHelp 😖 still hope that it would come on time😄thanks,@427870 I'm positive that the order will be delivered to you by the estimated delivery date. ^VR
@119625 why doesn't Amazon prime have The Dark Knight Trilogy?,"@229460 We will continue to add new content, Shashank. Keep checking https://t.co/FYM9PIZOR8 where we highlight the latest movies and TV shows we have available. ^NK"
@AmazonHelp Yes I have reported .they replied with the message of sorry we can't help,@214975 Sorry about that. I'd like to help you. Please share your details here: https://t.co/JzRdscmdH9 ^AK (1/2)
"@AmazonHelp Thank you, but feels futile; as there'll be no happy out come from filling out a contact us form for a concert that has now sold out.",@687215 Apologizes for any disappointment caused Peter. ^NV
"@AmazonHelp Yes, but once I get to customer services and contact us, there is no way to send a message. All I can do is call or chat","@291841 That is correct. These are the two options available from the app. To send an e-mail, follow this link: https://t.co/hApLpMlfHN ^ST"
@115821 @AmazonHelp I ordered canned goods to be sent to #puertorico almost three weeks ago. Why hasn't it shipped??,@351405 We aim to deliver by the date provided in your order confirmation e-mail: https://t.co/TmH8VlpFCQ. Have we missed this? ^CL
"@AmazonHelp You see, it's not just the thrill and the throttle for me. It's the storytelling and the cliffhangers that make it, it. And not sure what the form was about, but filled it nevertheless... https://t.co/Hyexcr1JPZ",@132975 I feel yahh!! The wait still continues!! Thank you keeping us posted. ^BV
@AmazonHelp It was released yesterday so I assume yesterday. I have two payments pending for the 9/11 and today,"@504930 Hi, are the amounts the same ? ^CR"
@117795 any reason you have cancelled my order twice this morning? Now I’m gonna have to go to the shops.,"@494678 Oh no! We don't have acct access via Twitter, but you can reach us through the Prime Now app. Keep us posted about this! ^KN"
@AmazonHelp that page doesn't help me because i don't have a printer...i need to speak to someone on phone. thank you!,"@328200 needing to return, skip to step 2 ""Returns/Refunds"", then ""Request Label"". From there, skip to 3 &amp; you're good! ^KN 3/3"
@AmazonHelp They cannot do anything the item has not be located,@137253 We're still here for you! If your order doesn't arrive by 8 PM please let us know using the link ^JO provided above. ^JE
"@AmazonHelp I just placed an order, but  i realized the wrong card was the first one that was used, I've changed the card in the order status Which of my cards will be used for the order?",@678738 We aren't able to see the order with Twitter so we won't be able to see what card is being used. Are you able to see the card here: https://t.co/Y5jpI9gRhE ? ^DD
"@AmazonHelp hi there, I’m getting concerned about my account as it’s been hacked again. Twice in 3 weeks. How can I prevent this?",@352311 Hi. Sorry to hear about your a/c. Please reach out to us here: https://t.co/zYVX1Qi29G ^PK
@AmazonHelp Thanks i think it's a Scam by the Delivery Drive had same think last month it arrived 19.30 &amp; Nextdoor Card stuffed in Door,"@285786 I can certainly understand any disappointment. At your earliest convenience, contact us using the link ^AF provided. ^LI"
"@149473 @115850 @115821 I have sent an email, please refer and resolve.",@326597 We have received your details and we'll get in touch with an update shortly. ^SQ
"@AmazonHelp Ordered a #macbook from @115850 was promised to be delivered yesterday, havent received yet. Such an apathy. No response frm teams as well",@580526 I'm sorry you haven't received the order. We'd like to look into it. Kindly (1/2)^SF
@115850 Any offers on add money for new amazon account?,@659482 Load balance &amp; get 100 INR back is available as app specific promotion. Kindly check with the Amazon app. ^MJ
"worst experience @115850 even though dropping a mail to CEO - Mr. Jeff, no revert yet on my iPhone order no. 406-0079665-5215509",@336583 Please don’t provide your details as we consider them to be personal information. Our Twitter page is public. 3/3 ^SH
"My system language is english, chrome is in english, yet the @115821 wishlist tool wants to use german: https://t.co/fHrPy5ccmQ",@458974 Thank you very much for your feedback - I will forward it. Regards ^NW
@AmazonHelp But why service tax? FYI you cannot charge service tax on 30.09.17. Pls hire some better tax consultant,"@358105 I get your concern, Priten. I’d like to have a closer look on this. Please fill this form: https://t.co/beaaDm0muc and 1/2 ^NK"
@115830 hi I received this in the post but i didn’t order it and im a bit confused https://t.co/Fd1o6K1zO7,@689760 Was your name and address on the parcel? https://t.co/vAf5jIrTuF ^BE
